state,state_name,outcome,n_obs,beta2,beta2_se,beta2_pval,beta3,beta3_se,beta3_pval,beta0,beta1,rsquared
IN,Indiana,total_overdose_deaths,60,961.8619948090469,105.44120118095567,7.357413701037468e-20,-26.87630700778609,3.5079606824820644,1.8374685566775542e-14,1054.7287356321854,19.699221357063152,0.9310398650398063
KS,Kansas,total_overdose_deaths,60,-108.84256581386742,8.757142551625249,1.81884841716938e-35,3.2126807563959865,0.29396791764194036,8.406402750750202e-28,327.0,-0.4322580645161136,0.8822929479160637
KY,Kentucky,total_overdose_deaths,60,783.5562476826096,85.6659293746344,5.872657194174025e-20,-26.04605116796411,2.1363299631779316,3.430661228638949e-34,1074.160919540231,16.17241379310324,0.9128387249910277
MA,Massachusetts,total_overdose_deaths,60,807.8541342232106,121.40884351042726,2.8523763145787025e-11,-33.51034482758586,4.6389931085924445,5.061986756075361e-13,1260.2183908045993,36.19666295884291,0.9446414931270515
MD,Maryland,total_overdose_deaths,60,1437.7316277345196,135.5083949437644,2.680123268825421e-26,-46.86451612903174,4.4121155971740444,2.360200141562528e-26,844.0735632183928,48.31568409343676,0.9713638043741049
ME,Maine,total_overdose_deaths,60,275.73288839451243,44.89881183537042,8.189688105609406e-10,-8.440934371523824,1.050310002532506,9.235624328490665e-16,206.65747126436816,5.888765294771899,0.8760302253132974
MI,Michigan,total_overdose_deaths,60,1485.961586948461,111.433160148942,1.4484780322372836e-40,-36.74860956618413,4.81585863300826,2.333932812031588e-14,1749.1310344827612,22.00444938820873,0.8866530940930658
MN,Minnesota,total_overdose_deaths,60,130.91902113459352,69.07007736851786,0.05803253588160784,-4.6037819799776765,1.6291644563962098,0.004715465352525487,524.5609195402302,5.591768631813084,0.7955939918818526
MO,Missouri,total_overdose_deaths,60,108.0119391916935,91.39261435504079,0.23726705716082608,-3.787096774193449,2.9438408490797183,0.1982869213425551,994.0850574712649,13.228921023359222,0.9281653780919619
MS,Mississippi,total_overdose_deaths,60,-15.327549128661637,31.9209928560427,0.6311054925487437,-0.0907675194660591,0.8397427060554155,0.9139245552210543,322.07586206896553,0.3241379310344745,0.10769335240667022
MT,Montana,total_overdose_deaths,60,-51.284909158324155,18.920908816139548,0.006718414185031812,1.0778642936596154,0.39828592194056034,0.006804624434023665,127.39770114942529,-0.13748609566183861,0.47663736054104777
NC,North Carolina,total_overdose_deaths,60,1127.6616981831671,62.84976582097939,5.524646237347667e-72,-31.63314794215752,1.7426917215449103,1.2405853213224026e-73,1227.128735632186,29.99599555061149,0.9879459106268073
ND,North Dakota,total_overdose_deaths,60,5.796143863552061,10.546282968226498,0.582599825163522,-0.38687430478308693,0.277603449563444,0.16343174860076282,61.08045977011497,0.5991101223581722,0.4601381737103397
NE,Nebraska,total_overdose_deaths,60,13.359065628476046,21.816733616674423,0.5403186828565614,0.7608453837597424,0.41716029970543694,0.06817200792876378,133.01839080459774,-0.7259176863181369,0.7210224522911208
NH,New Hampshire,total_overdose_deaths,60,193.49536522061538,28.283404437404425,7.847557352616032e-12,-5.518353726362546,0.9356465320914858,3.6814732788481223e-09,389.54252873563246,2.4918798665182966,0.7390519602187708
NJ,New Jersey,total_overdose_deaths,60,1243.3381535038943,115.06137206473022,3.2288386069785717e-27,-29.720133481645824,4.1371426898500845,6.783267515117319e-13,1038.1839080459793,38.83759733036673,0.9797315301935648
NM,New Mexico,total_overdose_deaths,60,-167.16470152020804,45.8424807928307,0.0002658343281245209,5.036929922135695,1.2242790189674075,3.885228493146408e-05,529.0919540229886,-1.468298109009993,0.6809026044105553
NV,Nevada,total_overdose_deaths,60,172.76277345198346,22.04197824414415,4.58151545844057e-15,-5.966852057841957,0.9215954882678103,9.513866892735878e-11,581.650574712644,5.669855394883147,0.8928609637510598
NY,New York,total_overdose_deaths,60,1477.6258806080837,82.22344687669396,3.295784024111626e-72,-47.57486095661793,1.6746765710341485,1.5929862321235815e-177,1458.9471264367835,32.50878754171262,0.9811820951402612
OH,Ohio,total_overdose_deaths,60,3831.3205784204683,606.449018211751,2.656047978987007e-10,-121.57842046718446,16.284497507533295,8.273252705463382e-14,2491.1379310344864,79.72658509454851,0.8841491105999407
OK,Oklahoma,total_overdose_deaths,60,351.8934371523912,44.93601002273184,4.8404386149870205e-15,-11.238932146829669,1.859175018896933,1.4930080230497635e-09,714.2413793103453,3.1392658509454074,0.8174459202357033
OR,Oregon,total_overdose_deaths,60,-63.38264738598478,15.625641749140001,4.985134430295803e-05,2.9430478309232564,0.3828143743568699,1.4954154574145108e-14,514.1034482758622,-0.5808676307007774,0.8710179586868438
PR,Puerto Rico,total_overdose_deaths,60,-102.66051167964412,41.68830728660948,0.013794398025920642,2.8177975528364603,1.039860988988768,0.006732725607306334,37.54712643678161,0.5216907675194848,0.7835923594690657
RI,Rhode Island,total_overdose_deaths,60,32.54482758620662,19.345335095812196,0.09250897443079699,-2.1101223581757216,0.7801228450154525,0.00683333718564751,277.2643678160921,2.5721913236929748,0.640855789165238
SC,South Carolina,total_overdose_deaths,60,209.24352984797895,27.26576573608277,1.6642608415856905e-14,-5.001334816462626,1.2276577257578645,4.623557377932591e-05,652.2000000000005,9.316129032257985,0.969984380024994
SD,South Dakota,total_overdose_deaths,60,0.018539117537955008,18.861042476390736,0.9992157340565319,-0.30411568409343326,0.4224027532957537,0.47154583726454813,57.126436781609215,0.5617352614015557,0.2594947897458193
TN,Tennessee,total_overdose_deaths,60,67.28090470893505,79.62426806701502,0.39812207112141773,-4.022246941045488,1.9467180703087874,0.03881260184171345,1259.7310344827595,15.939933259176785,0.9810216597056407
TX,Texas,total_overdose_deaths,60,306.6264738598429,70.75849857425473,1.468089384693713e-05,-8.128142380422428,1.6703682082268674,1.1383447181478303e-06,2490.40459770115,11.920133481646134,0.9532629950615616
UT,Utah,total_overdose_deaths,60,116.68134964775663,66.1163687870331,0.07759946471481242,-4.216907675194591,2.2253043521304403,0.0580950255344548,628.2367816091958,1.4384872080088587,0.3428459921294713
VA,Virginia,total_overdose_deaths,60,467.1374119391913,51.69434154464066,1.6172559909190434e-19,-16.236484983314607,1.9240890492869047,3.21350888213184e-17,857.0988505747137,19.079644048943123,0.9651884496491631
VT,Vermont,total_overdose_deaths,60,59.08698553948828,12.317237155467664,1.6098138659635515e-06,-2.2654060066740604,0.3240253036179086,2.7206379177934785e-12,74.75402298850587,2.26963292547273,0.8812753505836589
WA,Washington,total_overdose_deaths,60,-72.94052651093881,55.57144747934291,0.1893332735515958,0.6620689655172702,2.307625065903505,0.7741851296199544,1044.9126436781612,3.691657397107885,0.6804325984348345
WI,Wisconsin,total_overdose_deaths,60,357.50715609936924,67.30396749880737,1.0853051030299772e-07,-11.332146829810766,1.8696317122482744,1.351388707768342e-09,794.1310344827592,10.965739710789652,0.9058933207912881
WV,West Virginia,total_overdose_deaths,60,631.0826103077491,45.25775901531052,3.4131984995334023e-44,-19.249610678531482,1.5669842078227343,1.0972719456626474e-34,600.6091954022995,12.040266963292385,0.950309595327895
WY,Wyoming,total_overdose_deaths,60,-51.372784575454304,4.452961516298853,8.609967825239316e-31,1.1123470522803027,0.20693019091426879,7.638313092332332e-08,109.93793103448272,-0.9701890989988774,0.915699063735058
YC,New York City,total_overdose_deaths,60,901.0895810159436,50.98624734546352,6.747263031377963e-70,-31.212903225806137,1.9390917601263664,2.692465419872806e-58,659.6551724137944,29.725472747496973,0.9800450877972086
AK,Alaska,heroin_deaths,50,1.4134771048757422,13.617132049515709,0.9173269709271847,-0.4085641226607214,0.29689861035666537,0.1687886477035525,31.44963005122365,0.48776323278308514,0.1950921606107926
AZ,Arizona,heroin_deaths,31,180.25520591177684,13.935857491067392,2.8698923189153907e-38,-5.721686940354232,0.23021443424536142,2.3566999648061887e-136,180.61635508191972,5.112788163936001,0.07691251718010028
CT,Connecticut,heroin_deaths,60,280.7396366332961,46.618114401788716,1.7215271668956538e-09,-11.397552836484884,1.0944694692612378,2.1455399596414283e-25,294.7402298850579,7.070522803114498,0.8613622235304008
DC,District of Columbia,heroin_deaths,60,196.4704486466444,34.79150587521523,1.6319503828160345e-08,-7.3728587319243015,0.8428315228328441,2.1769620323147203e-18,24.13333333333356,5.038709677419307,0.8843392773027455
GA,Georgia,heroin_deaths,53,-54.19687040643891,28.039942611902667,0.05325526186430736,2.717635976734352,1.312863449486956,0.038451728440625284,219.22430830039525,0.03853754940589271,0.8567787905887615
HI,Hawaii,heroin_deaths,36,-22.048484848484804,5.0714108313257835,1.3763295802158321e-05,0.4922077922077861,0.19591422598149472,0.011992541705114783,23.914285714285796,-0.21428571428571214,0.5603955339674055
IA,Iowa,heroin_deaths,58,67.46343090998116,5.328529170474925,9.750328037041174e-37,-1.7489656954545236,0.16370557873718816,1.2146167730461675e-26,31.54472630173607,0.6008010680907722,0.8046702069680659
IL,Illinois,heroin_deaths,58,783.1682610307706,43.32724779979057,4.956581070128683e-73,-24.06206190299615,1.104306383972313,2.9310343135309045e-105,703.7356321839104,15.600437876299829,0.9604484879524893
MA,Massachusetts,heroin_deaths,49,-204.76334718888342,69.9327201843429,0.003411446716578968,4.65552758425639,2.5827512819812264,0.07145956905642847,778.0526315789468,-7.175438596492116,0.8913451369676577
MD,Maryland,heroin_deaths,60,722.5490545050054,22.52835135406165,1.053519761778786e-225,-27.953058954393537,1.1847477375076279,4.430735232103193e-123,263.76551724138,14.853837597330198,0.9582016256946195
ME,Maine,heroin_deaths,60,56.070522803114564,9.244633692432938,1.3179216425891764e-09,-1.4362625139043195,0.17883172376969841,9.639556852314313e-16,40.335632183908096,0.7826473859844134,0.8363220081209051
NC,North Carolina,heroin_deaths,60,124.37797552836466,54.442772238227285,0.022338429564930398,-7.017130144605054,1.3243157973058208,1.1664067430578048e-07,251.6275862068971,11.443381535038885,0.9374715450231884
NH,New Hampshire,heroin_deaths,42,-29.75903866248691,5.805949239981813,2.965740034648176e-07,1.5867023966023492,0.23178480247507754,7.61643705547723e-12,113.06206896551716,-3.268520578420513,0.965579832264968
NM,New Mexico,heroin_deaths,60,-37.26206896551737,39.381844576803054,0.34405995444033455,0.426696329254727,0.8965091380499979,0.6341077705314293,153.43218390804597,0.22157953281424236,0.2147222724223914
NV,Nevada,heroin_deaths,60,-29.733555802743858,5.917106861492181,5.03390943157764e-07,0.5957730812013322,0.19323819094880415,0.0020485482625555475,74.89885057471268,0.9764182424916594,0.9497733688616253
NY,New York,heroin_deaths,60,527.3588431590653,24.99642931977478,8.409004852415106e-99,-18.450723025583805,0.9706759714138568,1.4610182148340396e-80,554.6896551724145,9.071635150166719,0.944664492362868
OH,Ohio,heroin_deaths,57,367.3180941334463,123.57570436110488,0.002954684367065969,-22.541005132551142,3.6226915341386663,4.903231249145414e-10,1417.1754171754158,1.1770451770450918,0.9662187724612266
OK,Oklahoma,heroin_deaths,60,35.90285502410083,8.367003491703857,1.778661939691431e-05,-1.113014460511668,0.2328714866833121,1.7571219492774227e-06,18.324137931034542,1.3790878754171199,0.9078857176452537
OR,Oregon,heroin_deaths,60,-63.10255839822031,24.607375026757936,0.010336154780364851,2.200222469410444,0.5456111489763903,5.516702393674783e-05,121.85057471264372,-0.42691879866517324,0.7253440646647771
RI,Rhode Island,heroin_deaths,60,-84.23767148683729,4.572778171399896,8.823666715783921e-76,2.7365962180200016,0.15412241079581568,1.5491056766767353e-70,81.65057471264359,-2.3236929922135516,0.9773562437777693
SC,South Carolina,heroin_deaths,60,-14.122803114571788,12.872409341566422,0.2725812857729063,0.3437152391546181,0.29558759695479936,0.2449024452058126,65.48505747126445,2.1127919911012216,0.9638575931342108
TN,Tennessee,heroin_deaths,57,34.203187460584914,15.088548142718432,0.023400556527336563,-1.5297529068385505,0.37601276613081513,4.734648541820068e-05,139.24501424501392,5.290598290598284,0.9835646048654948
UT,Utah,heroin_deaths,60,49.696477567667785,20.04843532270937,0.013181753082663231,-2.3256952169076524,0.6351801187194719,0.0002507687347449469,108.89885057471275,2.0796440489432544,0.6160387782684225
VA,Virginia,heroin_deaths,60,252.50559881349622,23.026725222253663,5.5827992852770515e-28,-6.835595105672881,0.5957542741543368,1.785357327912948e-30,246.26666666666713,7.8193548387096055,0.9857618513295648
VT,Vermont,heroin_deaths,60,11.13874675565441,15.053375361445822,0.45933026702752544,-0.5859844271412626,0.371720861277031,0.11493137982957323,24.951724137931073,0.9063403781979936,0.5975535573560236
WA,Washington,heroin_deaths,60,-31.79762699295523,11.758438477379489,0.006846104454598813,0.9176863181312682,0.5953865096953442,0.12323680599963034,300.7517241379311,0.28698553948831984,0.5352866833707912
WI,Wisconsin,heroin_deaths,49,312.5655967561832,32.83704695832877,1.7537960258137538e-21,-10.15218128084959,1.1290879007789523,2.439036184190052e-19,240.34185596906627,5.811358144030917,0.8538956379847903
WV,West Virginia,heroin_deaths,60,257.55721171672224,23.23395689097474,1.477239257637573e-28,-7.850945494994353,0.48665886789084284,1.5118626536499133e-58,170.12413793103474,3.0242491657396506,0.92390580076137
YC,New York City,heroin_deaths,60,455.76010381905803,48.24965213215454,3.5245264839977864e-21,-14.461401557285733,1.2249297859751025,3.63865973082334e-32,259.07816091954084,12.610011123470404,0.964560072890881
AK,Alaska,cocaine_deaths,39,29.134101719721865,4.345411845383941,2.0200545455034666e-11,-0.9826015367727593,0.10246488861803155,8.839169742371227e-22,-0.416666666666784,0.649999999999989,0.6806619559632887
AZ,Arizona,cocaine_deaths,31,43.593696617732505,8.88728142927193,9.334269076074997e-07,-0.9672994658018033,0.09840739115191618,8.400092060247339e-23,43.70626630403247,2.4097911231989153,0.6374009240142413
CT,Connecticut,cocaine_deaths,60,92.99555061179092,23.13187802615108,5.814049014054063e-05,-3.2307007786429005,0.6071532160903487,1.0316241880666214e-07,97.44597701149458,5.84004449388206,0.9833334774748972
DC,District of Columbia,cocaine_deaths,60,140.4812013348165,18.425445388421235,2.45354094402831e-14,-4.003559510567255,0.7982002973733908,5.283167630657301e-07,9.848275862069151,3.6226918798664838,0.9153576843797689
GA,Georgia,cocaine_deaths,53,97.20412484373672,13.819994262809438,2.0129111088764735e-12,-2.674699380514013,0.6185064191274193,1.5291366858030035e-05,118.514822134387,3.9614624505919442,0.9645764166115723
IA,Iowa,cocaine_deaths,56,8.369771743415583,4.231576304606345,0.047936336787701046,-0.14818222884309734,0.10730744962634255,0.16730577920655376,16.94704049844237,-0.07031597685803366,0.2523760686030565
IL,Illinois,cocaine_deaths,58,402.4480745802195,59.12569432615003,9.989560300128886e-12,-9.274421314688212,1.6472800320782077,1.8006079513447237e-08,216.57142857142986,12.523809523809462,0.9714670942705601
MA,Massachusetts,cocaine_deaths,49,297.0395312530497,74.95737095531847,7.408220544445625e-05,-9.055447573326482,1.8172248555422101,6.256746795154128e-07,256.8157894736834,12.657894736841573,0.9204159973051584
MD,Maryland,cocaine_deaths,60,242.54297367445335,141.31594061017714,0.08610400947078377,-2.9167964404893523,2.843052758439167,0.3049207133252416,54.99540229885119,10.337931034482683,0.9471194817518706
ME,Maine,cocaine_deaths,60,51.78895068594734,11.245760004039365,4.120737373621739e-06,-1.230255839822007,0.26455755050082963,3.3155058273255833e-06,13.19080459770125,1.8307007786429224,0.9589281724502914
NC,North Carolina,cocaine_deaths,60,371.8484241750094,27.76212439126084,6.547260332934903e-41,-9.779977753058832,0.7484893582807521,5.1308573698056705e-39,174.67126436781683,13.616907675194557,0.9923436428305502
NH,New Hampshire,cocaine_deaths,60,-47.308120133481694,13.136210205103152,0.0003165663177860643,1.0505005561735163,0.297602956819645,0.00041575964226116767,42.0896551724138,0.31034482758621523,0.7071074078291196
NM,New Mexico,cocaine_deaths,60,-32.34252873563224,12.806597592438143,0.011554747934005549,0.8723025583982147,0.4102653343121057,0.033487339513064256,59.165517241379305,-0.21713014460511193,0.3052121967743928
NV,Nevada,cocaine_deaths,60,26.733704115684084,5.996644364197712,8.268521872675812e-06,-0.7726362625138952,0.1773195440019842,1.3167057733752862e-05,33.28735632183913,0.6373748609566113,0.7402386510680581
NY,New York,cocaine_deaths,60,429.7195402298853,25.229434110792194,4.717173944641997e-65,-11.422914349276828,1.0032325288896167,4.904066533888859e-30,244.7425287356328,11.291879866518244,0.9798159123589515
OH,Ohio,cocaine_deaths,57,1715.1381882732298,193.14302545726096,6.677290139859717e-19,-50.980855135471074,5.723601178559296,5.237101668179035e-19,327.94627594626957,34.58485958485946,0.9140456697142852
OK,Oklahoma,cocaine_deaths,60,26.621431219873937,4.277607847191734,4.863741762866625e-10,-0.4511679644048861,0.12720054248844712,0.0003897883263269553,26.312643678160946,0.20133481646273008,0.7703353279714482
OR,Oregon,cocaine_deaths,60,1.1185761957730875,7.96902789934855,0.888371253609149,0.0709677419354856,0.16122631815988434,0.6598106015390215,15.87126436781612,0.5717463848720785,0.9023679752493339
RI,Rhode Island,cocaine_deaths,60,-21.34682981090107,11.130731477206858,0.055132809066027695,0.11701890989988895,0.2802955723989468,0.6763244428584675,70.28505747126442,1.6740823136818688,0.9280941844056385
SC,South Carolina,cocaine_deaths,60,150.00926955876912,15.87128196426112,3.3363797269108804e-21,-2.8598442714126326,0.4387744487088514,7.134584708470875e-11,76.05517241379329,3.009343715239116,0.9696730955351965
TN,Tennessee,cocaine_deaths,57,163.04894698265147,43.533239594212354,0.00018011397236236513,-5.494951519868062,1.1096051031069896,7.339098407363415e-07,121.94912494912424,5.7045177045176905,0.8855906359558888
UT,Utah,cocaine_deaths,60,15.733110863922876,10.45333976685625,0.13230355335127483,-0.541713014460505,0.3239292710467304,0.09446147157975229,38.23678160919542,0.4449388209121198,0.3352075759150379
VA,Virginia,cocaine_deaths,60,153.745865776789,40.81098650637192,0.00016504473184289937,-3.8602892102335384,0.9614990311821717,5.947972451953999e-05,101.89195402298887,6.3187986651834915,0.9668995029306364
VT,Vermont,cocaine_deaths,58,16.978666291867366,9.772269999356203,0.08231073615768245,-0.22845160618110383,0.20295205972725724,0.2603165742974889,5.628749355147645,0.7301201267595288,0.9292810487916151
WA,Washington,cocaine_deaths,60,-24.591991101223602,8.299428373066043,0.003045629871760871,1.1370411568409324,0.2041900949426076,2.5687944598196108e-08,84.83908045977012,0.09855394883203789,0.912838501285184
WI,Wisconsin,cocaine_deaths,49,97.54261158371372,29.09610730016341,0.0008010600699051764,-1.3588778359070235,0.7483673488104097,0.06940261490211588,77.76254229096162,3.4525374577090293,0.9557943314477709
